squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
0.577,0.152,0.0,0.0,0.202,0.839,0.889,0.556,0.29,0.0,1.0,0.61,0.151,0.542,0.0,0.2,0.577
0.303,0.394,0.0,0.0,0.848,0.134,0.667,0.0,0.065,0.0,0.0,0.766,0.077,0.501,0.0,0.8,0.303
0.211,0.374,0.0,1.0,0.798,0.652,1.0,0.222,0.258,1.0,1.0,0.017,0.885,0.663,1.0,1.0,0.212
0.981,0.333,0.0,0.0,0.061,0.802,0.667,0.333,0.613,0.0,1.0,0.712,0.727,0.096,1.0,0.5,0.981
0.347,0.111,1.0,0.0,0.141,0.577,1.0,0.444,0.323,0.0,0.0,0.284,0.314,0.308,0.0,0.4,0.347
0.172,0.424,1.0,1.0,0.182,0.993,0.667,0.444,0.71,1.0,1.0,0.322,0.559,0.159,1.0,0.2,0.173
0.803,0.465,1.0,1.0,0.061,0.204,0.222,0.111,0.097,1.0,1.0,0.032,0.32,0.01,0.0,0.9,0.803
0.157,0.121,1.0,1.0,0.01,0.022,0.667,0.0,0.935,1.0,0.0,0.064,0.788,0.502,0.0,0.4,0.158
0.01,0.04,1.0,1.0,0.455,0.654,0.333,0.889,0.871,0.0,1.0,0.272,0.923,0.471,1.0,0.5,0.01
0.793,0.949,0.0,1.0,0.667,0.13,0.444,0.889,0.161,0.0,1.0,0.369,0.721,0.036,1.0,0.3,0.792
0.206,0.061,1.0,1.0,0.475,0.803,0.333,1.0,0.226,0.0,0.0,0.808,0.956,0.268,1.0,1.0,0.207
0.086,0.879,0.0,1.0,0.636,0.021,0.222,0.556,0.097,1.0,1.0,0.741,0.607,0.678,1.0,0.3,0.087
0.696,0.414,1.0,1.0,0.626,0.899,0.0,0.111,0.032,1.0,0.0,0.47,0.703,0.93,1.0,0.6,0.697
0.94,0.172,0.0,0.0,0.182,0.795,1.0,0.889,0.355,1.0,1.0,0.591,0.018,0.984,0.0,1.0,0.94
0.609,0.717,0.0,0.0,0.869,0.56,0.556,0.778,0.903,1.0,0.0,0.744,0.483,0.034,0.0,0.7,0.608
0.116,0.202,0.0,0.0,0.131,0.053,1.0,0.0,0.065,1.0,0.0,0.748,0.685,0.912,1.0,0.6,0.116
0.114,0.96,1.0,1.0,0.303,0.953,0.889,0.444,0.645,1.0,0.0,0.136,0.376,0.246,0.0,0.6,0.114
0.203,0.667,0.0,0.0,0.788,0.294,0.778,0.667,0.226,0.0,0.0,0.07,0.491,0.887,1.0,0.3,0.203
0.832,0.333,1.0,0.0,0.505,0.276,0.889,0.889,0.29,1.0,0.0,0.917,0.969,0.252,0.0,0.9,0.832
0.089,0.101,1.0,0.0,0.626,0.324,0.0,1.0,0.226,1.0,0.0,0.619,0.289,0.584,0.0,0.1,0.089
0.228,0.404,1.0,0.0,0.889,0.745,0.333,0.667,0.355,0.0,1.0,0.622,0.052,0.423,1.0,0.0,0.228
0.46,0.515,0.0,0.0,0.737,0.459,0.889,0.778,0.806,1.0,0.0,0.006,0.951,0.94,0.0,0.5,0.46
0.935,0.192,1.0,0.0,0.273,0.071,0.778,0.889,0.871,1.0,0.0,0.53,0.141,0.229,1.0,0.8,0.935
0.587,0.758,0.0,0.0,0.394,0.208,0.111,0.444,0.645,0.0,1.0,0.163,0.1,0.599,0.0,0.2,0.587
0.006,0.707,0.0,0.0,0.222,0.335,0.667,0.222,0.645,0.0,1.0,0.861,0.374,0.711,1.0,0.8,0.006
0.553,0.212,1.0,0.0,0.586,0.767,0.0,0.111,0.097,1.0,1.0,0.716,0.933,0.449,1.0,0.8,0.553
0.636,0.838,1.0,0.0,0.111,0.313,0.556,1.0,0.323,0.0,0.0,0.024,0.195,0.346,1.0,0.4,0.636
0.779,0.99,0.0,0.0,0.202,0.64,0.444,1.0,0.903,0.0,1.0,0.108,0.901,0.387,0.0,0.4,0.779
0.918,0.04,0.0,0.0,0.808,0.874,0.222,0.889,0.29,0.0,1.0,0.855,0.127,0.922,1.0,0.8,0.918
0.573,0.949,0.0,0.0,0.687,0.321,0.111,0.111,0.129,1.0,1.0,0.977,0.963,0.946,1.0,0.7,0.572
0.61,0.646,1.0,0.0,0.768,0.171,0.889,0.778,0.258,1.0,0.0,0.976,0.054,0.299,1.0,0.6,0.611
0.916,0.828,1.0,0.0,0.545,0.592,0.333,0.444,0.032,1.0,1.0,0.268,0.078,0.001,1.0,0.8,0.916
0.293,0.96,1.0,1.0,0.455,0.049,0.333,0.889,0.0,1.0,1.0,0.178,0.039,0.348,1.0,0.3,0.294
0.271,0.616,1.0,0.0,0.01,0.015,0.667,0.667,0.419,0.0,0.0,0.372,0.914,0.286,1.0,0.3,0.271
0.016,0.646,1.0,0.0,0.788,0.076,0.111,0.222,0.871,0.0,1.0,0.259,0.042,0.621,1.0,0.4,0.016
0.989,0.404,0.0,1.0,0.667,0.86,0.667,0.222,1.0,1.0,1.0,0.215,0.108,0.581,1.0,0.3,0.989
0.238,0.616,1.0,0.0,0.929,0.732,0.889,0.889,0.194,0.0,1.0,0.826,0.466,0.04,0.0,0.1,0.239
0.831,0.424,1.0,0.0,0.747,0.551,0.667,1.0,0.355,1.0,0.0,0.411,0.566,0.311,1.0,0.7,0.831
0.711,0.667,0.0,1.0,0.525,0.088,0.111,0.556,1.0,1.0,1.0,0.842,0.719,0.673,0.0,0.8,0.711
0.908,0.475,1.0,0.0,0.141,0.253,0.556,0.444,0.419,0.0,0.0,0.333,0.015,0.824,0.0,0.9,0.908
0.684,0.869,1.0,0.0,0.475,0.61,0.778,0.667,0.645,0.0,0.0,0.181,0.678,0.36,0.0,0.6,0.684
0.475,0.949,0.0,0.0,0.04,0.816,0.444,0.0,0.097,1.0,1.0,0.51,0.009,0.599,0.0,0.0,0.475
0.284,0.788,1.0,0.0,0.394,0.8,0.333,1.0,0.516,1.0,1.0,0.039,0.189,0.518,1.0,0.2,0.284
0.156,0.778,1.0,0.0,0.03,0.988,0.667,0.222,0.194,1.0,0.0,0.708,0.416,0.139,1.0,0.0,0.156
0.659,0.354,1.0,1.0,0.99,0.278,0.0,0.444,0.871,0.0,1.0,0.264,0.104,0.391,0.0,0.1,0.66
0.215,0.939,1.0,0.0,0.556,0.853,1.0,0.778,0.323,0.0,1.0,0.313,0.603,0.151,1.0,0.3,0.216
0.747,0.303,0.0,0.0,0.212,0.937,0.0,0.889,0.065,1.0,0.0,0.746,0.887,0.274,0.0,0.9,0.746
0.873,0.778,1.0,1.0,0.414,0.059,0.222,0.222,0.871,0.0,1.0,0.621,0.313,0.551,1.0,0.2,0.873
0.967,0.646,0.0,1.0,0.808,0.709,0.333,0.333,0.71,0.0,1.0,0.244,0.818,0.661,1.0,0.6,0.967
0.605,0.646,1.0,1.0,1.0,0.399,0.667,0.556,0.935,1.0,0.0,0.701,0.799,0.992,1.0,0.0,0.606
0.048,0.404,0.0,0.0,0.737,0.791,0.889,0.556,0.0,1.0,0.0,0.585,0.158,0.414,0.0,0.6,0.048
0.091,0.475,1.0,0.0,0.525,0.065,0.333,1.0,0.613,0.0,0.0,0.64,0.654,0.431,0.0,0.8,0.091
0.652,0.253,1.0,1.0,0.384,0.964,0.556,0.778,0.935,0.0,1.0,0.137,0.33,0.782,0.0,1.0,0.652
0.873,0.556,1.0,1.0,0.818,0.348,0.889,0.889,0.0,0.0,1.0,0.579,0.055,0.941,1.0,0.4,0.874
0.477,0.253,1.0,0.0,0.455,0.736,0.222,0.444,0.355,1.0,0.0,0.545,0.302,0.567,0.0,0.3,0.476
0.147,0.495,0.0,1.0,0.788,0.369,0.778,0.0,0.355,0.0,0.0,0.803,0.038,0.603,0.0,0.4,0.148
0.948,0.182,1.0,1.0,0.747,0.115,0.222,0.444,0.258,1.0,1.0,0.316,0.099,0.539,1.0,0.6,0.949
0.593,0.919,0.0,0.0,0.909,0.684,0.889,0.778,0.387,0.0,0.0,0.941,0.962,0.361,1.0,0.5,0.593
0.017,0.273,0.0,0.0,0.03,0.667,0.0,0.0,0.226,0.0,1.0,0.836,0.207,0.047,0.0,0.4,0.017
0.965,0.354,1.0,1.0,0.333,0.619,0.444,0.111,0.968,0.0,1.0,0.213,0.071,0.644,1.0,0.0,0.965
0.628,0.354,0.0,0.0,0.081,0.901,0.333,0.778,0.516,0.0,0.0,0.034,0.834,0.711,1.0,0.4,0.628
0.595,0.424,1.0,1.0,0.889,0.798,0.333,0.222,0.71,0.0,0.0,0.917,0.409,0.68,1.0,0.5,0.596
0.97,0.889,0.0,1.0,0.03,0.115,0.889,0.444,0.774,1.0,1.0,0.832,0.523,0.299,1.0,0.0,0.97
0.667,0.051,1.0,0.0,0.091,0.221,0.667,0.222,0.226,0.0,0.0,0.157,0.973,0.309,1.0,0.3,0.667
0.257,0.354,0.0,0.0,0.929,0.048,0.444,0.889,0.387,0.0,0.0,0.069,0.595,0.949,1.0,1.0,0.257
0.962,0.97,0.0,1.0,0.636,0.919,0.667,0.333,0.903,1.0,1.0,0.387,0.941,0.88,0.0,0.3,0.962
0.047,0.465,1.0,1.0,0.99,0.48,0.444,0.444,0.161,0.0,1.0,0.279,0.407,0.821,1.0,0.0,0.048
0.23,0.202,1.0,0.0,0.747,0.726,0.444,0.444,0.0,0.0,1.0,0.065,0.431,0.563,0.0,0.0,0.23
0.954,0.697,0.0,1.0,0.646,0.036,0.556,1.0,0.871,1.0,1.0,0.284,0.307,0.338,1.0,0.3,0.955
0.283,0.333,1.0,0.0,0.636,0.45,0.556,0.111,0.613,1.0,0.0,0.674,0.166,0.447,1.0,0.2,0.284
0.157,0.333,1.0,1.0,0.364,0.939,0.444,0.111,0.419,0.0,1.0,0.736,0.483,0.197,0.0,0.5,0.157
0.189,0.576,1.0,0.0,0.242,0.044,1.0,0.333,0.935,1.0,1.0,0.233,0.743,0.803,0.0,0.0,0.189
0.243,0.455,1.0,1.0,0.152,0.185,0.333,0.778,0.935,0.0,0.0,0.408,0.476,0.577,1.0,0.2,0.244
0.533,0.667,0.0,0.0,0.101,0.061,0.333,0.0,0.742,1.0,0.0,0.037,0.818,0.236,0.0,0.3,0.533
0.44,0.162,1.0,0.0,0.545,0.701,0.889,0.222,0.452,1.0,0.0,0.659,0.038,0.176,0.0,0.3,0.44
0.709,0.98,0.0,0.0,0.919,0.517,0.556,0.0,0.129,0.0,0.0,0.485,0.078,0.936,1.0,0.3,0.708
0.845,0.404,1.0,0.0,0.848,0.285,1.0,0.222,0.935,1.0,0.0,0.605,0.037,0.612,1.0,0.6,0.844
0.357,0.232,1.0,0.0,0.515,0.772,0.333,0.111,0.742,1.0,1.0,0.882,0.958,0.99,0.0,1.0,0.357
0.647,0.636,0.0,0.0,0.808,0.903,1.0,0.889,0.742,0.0,0.0,0.751,0.68,0.652,0.0,0.7,0.646
0.325,0.394,1.0,0.0,0.939,0.894,0.111,0.889,0.516,0.0,0.0,0.226,0.972,0.857,1.0,0.2,0.326
0.015,0.626,1.0,1.0,0.515,0.328,1.0,0.778,0.968,1.0,0.0,0.284,0.553,0.864,0.0,0.7,0.016
0.394,0.737,0.0,1.0,0.293,0.067,0.556,0.333,0.032,1.0,0.0,0.317,0.282,0.08,1.0,0.9,0.395
0.324,0.273,1.0,1.0,0.192,0.471,0.0,0.222,0.806,0.0,0.0,0.846,0.089,0.47,1.0,0.7,0.324
0.722,0.636,0.0,1.0,0.222,0.349,0.111,0.0,0.452,1.0,1.0,0.443,0.858,0.724,1.0,0.3,0.722
0.206,0.434,1.0,0.0,0.828,0.503,1.0,0.111,0.194,0.0,0.0,0.032,0.619,0.562,0.0,0.4,0.206
0.074,0.374,1.0,0.0,0.404,0.048,0.778,0.778,0.484,0.0,0.0,0.325,0.442,0.448,0.0,0.1,0.074
0.784,0.404,0.0,0.0,0.131,0.588,0.667,0.0,0.968,1.0,1.0,0.875,0.751,0.983,1.0,0.6,0.783
0.706,0.141,1.0,1.0,1.0,0.613,1.0,0.444,0.645,1.0,1.0,0.484,0.873,0.99,0.0,0.2,0.707
0.322,0.586,1.0,0.0,0.091,0.768,0.111,0.556,0.839,1.0,0.0,0.739,0.083,0.431,0.0,1.0,0.322
0.024,0.111,1.0,1.0,0.667,0.758,0.222,1.0,0.806,1.0,1.0,0.015,0.047,0.943,1.0,0.1,0.025
0.879,0.545,0.0,0.0,0.768,0.484,0.778,0.333,0.935,1.0,1.0,0.783,0.708,0.717,0.0,0.9,0.878
0.182,0.97,0.0,0.0,0.02,0.688,1.0,0.444,0.032,1.0,0.0,0.58,0.207,0.829,1.0,0.9,0.182
0.945,0.293,1.0,1.0,0.788,0.552,0.556,0.0,0.677,0.0,1.0,0.133,0.634,0.206,0.0,0.3,0.945
0.607,0.96,1.0,1.0,0.283,0.189,0.0,1.0,0.452,0.0,0.0,0.45,0.977,0.83,1.0,0.2,0.607
0.54,0.03,1.0,0.0,0.636,0.583,0.0,0.222,0.742,0.0,0.0,0.877,0.406,0.869,1.0,0.4,0.54
0.596,0.364,1.0,0.0,0.556,0.691,1.0,0.667,0.871,1.0,1.0,0.562,0.547,0.904,1.0,0.2,0.596
0.564,0.626,0.0,0.0,0.404,0.286,0.222,0.111,0.0,1.0,0.0,0.274,0.502,0.794,0.0,0.0,0.564
0.656,0.545,0.0,1.0,0.354,0.895,0.111,1.0,0.806,0.0,1.0,0.077,0.109,0.953,1.0,1.0,0.656
0.415,0.758,0.0,1.0,0.98,0.218,1.0,0.333,0.774,1.0,1.0,0.357,0.349,0.429,1.0,1.0,0.416
0.448,0.99,0.0,1.0,0.677,0.581,0.667,0.444,0.065,0.0,0.0,0.938,0.308,0.59,0.0,0.3,0.449
0.472,0.364,1.0,1.0,0.808,0.048,0.667,0.333,0.355,0.0,0.0,0.721,0.516,0.066,0.0,0.9,0.473
0.028,0.162,1.0,0.0,0.253,0.95,0.333,0.333,0.452,1.0,0.0,0.685,0.536,0.216,1.0,1.0,0.028
0.404,0.848,0.0,0.0,1.0,0.06,0.333,0.889,0.452,0.0,0.0,0.633,0.105,0.337,1.0,0.0,0.404
0.171,0.798,1.0,1.0,0.283,0.496,0.111,0.444,0.161,1.0,0.0,0.319,0.279,0.684,1.0,0.9,0.172
0.564,0.848,1.0,0.0,0.798,0.212,0.778,0.222,0.839,0.0,0.0,0.821,0.948,0.48,0.0,0.1,0.564
0.705,0.778,0.0,0.0,0.283,0.722,0.111,0.556,1.0,1.0,0.0,0.682,0.49,0.942,0.0,0.4,0.704
0.048,1.0,0.0,0.0,0.535,0.796,0.667,0.778,0.097,0.0,0.0,0.952,0.804,0.687,0.0,0.6,0.048
0.582,0.646,1.0,1.0,0.566,0.391,0.889,1.0,0.516,0.0,1.0,0.794,0.697,0.762,1.0,0.3,0.583
0.476,0.515,0.0,1.0,0.051,0.243,1.0,0.111,0.387,1.0,1.0,0.322,0.946,0.079,1.0,1.0,0.476
0.579,0.505,0.0,0.0,0.232,0.088,0.778,0.0,0.258,0.0,1.0,0.383,0.561,0.284,1.0,0.1,0.578
0.063,0.707,0.0,0.0,0.394,0.289,0.556,0.556,0.484,1.0,0.0,0.041,0.33,0.647,0.0,0.9,0.063
0.419,0.172,0.0,1.0,0.485,0.401,0.667,0.667,0.161,1.0,0.0,0.084,0.082,0.829,0.0,0.0,0.42
0.943,0.101,1.0,0.0,0.465,0.891,0.778,0.0,0.548,0.0,1.0,0.362,0.013,0.853,0.0,0.7,0.943
0.106,0.404,0.0,1.0,0.98,0.238,0.444,0.556,0.194,0.0,1.0,0.26,0.119,0.59,1.0,0.6,0.107
0.112,0.253,0.0,1.0,0.818,0.348,1.0,0.333,0.645,1.0,0.0,0.09,0.388,0.028,1.0,0.7,0.113
0.034,0.152,1.0,1.0,0.121,0.4,0.333,0.0,0.419,0.0,1.0,0.581,0.647,0.889,0.0,0.0,0.035
0.526,0.091,0.0,1.0,0.788,0.102,0.556,0.333,0.032,0.0,1.0,0.569,0.2,0.158,0.0,0.0,0.527
0.627,0.596,0.0,0.0,0.283,0.422,0.778,1.0,0.548,0.0,1.0,0.448,0.544,0.254,0.0,0.6,0.626
0.192,0.111,1.0,0.0,0.768,0.385,0.222,0.444,0.645,1.0,0.0,0.113,0.52,0.286,1.0,0.3,0.193
0.361,0.384,1.0,0.0,0.455,0.165,0.667,0.333,0.935,0.0,1.0,0.396,0.374,0.877,1.0,0.3,0.361
0.283,0.525,0.0,0.0,0.061,0.82,0.778,0.778,0.419,0.0,1.0,0.006,0.884,0.253,0.0,0.2,0.283
0.203,0.323,1.0,0.0,0.838,0.531,1.0,0.444,0.548,0.0,1.0,0.126,0.701,0.079,1.0,0.2,0.204
0.072,0.242,1.0,1.0,0.384,0.009,0.0,0.333,0.774,0.0,0.0,0.648,0.243,0.486,0.0,0.5,0.073
0.281,0.808,0.0,0.0,0.515,0.441,0.444,0.111,0.097,1.0,1.0,0.28,0.578,0.472,1.0,1.0,0.281
0.922,0.131,0.0,1.0,0.949,0.053,1.0,0.111,0.194,1.0,1.0,0.006,0.753,0.659,0.0,0.0,0.922
0.298,0.273,0.0,0.0,0.768,0.465,0.889,0.667,0.161,0.0,1.0,0.353,0.282,0.626,0.0,0.0,0.298
0.502,0.96,1.0,0.0,0.535,0.237,0.889,0.556,0.419,0.0,1.0,0.805,0.88,0.961,1.0,0.0,0.502
0.016,0.556,0.0,1.0,0.838,0.28,0.778,0.778,0.387,1.0,0.0,0.624,0.868,0.441,1.0,0.2,0.017
0.704,0.131,0.0,1.0,0.848,0.83,0.556,0.444,0.742,0.0,1.0,0.801,0.986,0.172,0.0,0.4,0.704
0.287,0.515,1.0,0.0,0.141,0.139,0.667,0.556,1.0,1.0,1.0,0.124,0.537,0.131,0.0,0.4,0.287
0.93,0.061,1.0,1.0,0.364,0.325,0.444,0.0,0.323,1.0,0.0,0.658,0.105,0.239,0.0,0.3,0.93
0.342,0.01,1.0,0.0,0.848,0.509,0.333,0.333,0.645,1.0,1.0,0.025,0.357,0.909,1.0,0.5,0.342
0.546,0.636,1.0,1.0,0.939,0.772,0.111,1.0,0.194,1.0,0.0,0.124,0.364,0.486,1.0,0.2,0.547
0.742,0.838,1.0,0.0,0.04,0.988,0.667,0.667,0.323,1.0,0.0,0.461,0.786,0.309,0.0,0.5,0.742
0.949,0.455,1.0,1.0,0.475,0.552,0.889,1.0,0.613,1.0,0.0,0.916,0.96,0.279,1.0,0.7,0.95
0.488,0.576,1.0,0.0,0.313,0.153,0.0,0.667,0.645,1.0,0.0,0.031,0.11,0.699,0.0,0.9,0.489
0.106,0.384,0.0,0.0,0.323,0.643,0.444,0.333,0.839,0.0,1.0,0.314,0.383,0.042,1.0,1.0,0.106
0.903,0.606,1.0,1.0,0.909,0.217,0.667,0.667,0.129,1.0,1.0,0.56,0.349,0.433,1.0,0.7,0.904
0.176,0.273,0.0,0.0,0.828,0.833,0.556,0.111,0.742,1.0,0.0,0.164,0.9,0.069,1.0,0.2,0.176
0.632,0.444,0.0,1.0,0.172,0.631,0.333,1.0,0.871,0.0,1.0,0.693,0.521,0.267,1.0,0.1,0.632
0.793,0.455,1.0,1.0,0.414,0.19,0.111,0.222,0.032,1.0,0.0,0.809,0.494,0.716,1.0,0.7,0.794
0.721,0.475,0.0,1.0,0.919,0.836,0.778,0.0,0.484,1.0,0.0,0.48,0.001,0.053,0.0,0.9,0.722
0.133,0.586,1.0,0.0,0.081,0.027,0.0,0.0,0.355,1.0,1.0,0.817,0.585,0.431,0.0,0.7,0.133
0.47,0.343,0.0,1.0,0.081,0.61,0.778,0.333,0.968,0.0,0.0,0.2,0.164,0.66,1.0,0.6,0.47
0.346,0.747,1.0,1.0,0.131,0.288,0.444,0.111,0.387,1.0,1.0,0.94,0.915,0.096,1.0,0.6,0.347
0.935,0.273,1.0,1.0,0.616,0.485,0.556,0.111,0.065,1.0,1.0,0.007,0.922,0.701,1.0,0.6,0.935
0.135,0.414,1.0,0.0,0.313,0.42,0.667,0.111,0.806,1.0,1.0,0.452,0.344,0.901,0.0,1.0,0.135
0.196,0.101,0.0,1.0,0.828,0.873,0.333,0.333,0.29,1.0,0.0,0.06,0.628,0.772,1.0,0.2,0.196
0.001,0.152,0.0,1.0,0.576,0.423,0.444,0.333,0.226,1.0,0.0,0.341,0.898,0.126,0.0,0.4,0.001
0.228,0.636,1.0,1.0,0.131,0.663,0.889,0.778,0.097,1.0,1.0,0.206,0.01,0.434,1.0,0.2,0.228
0.004,0.758,1.0,1.0,0.545,0.95,0.556,0.778,1.0,1.0,1.0,0.065,0.358,0.223,0.0,0.9,0.006
0.67,0.707,1.0,1.0,0.374,0.644,0.333,0.667,0.806,0.0,0.0,0.365,0.1,0.6,0.0,0.1,0.67
0.49,0.293,1.0,0.0,0.485,0.907,0.889,0.111,1.0,0.0,1.0,0.493,0.357,0.583,1.0,0.8,0.491
0.252,0.879,0.0,0.0,0.919,0.868,0.556,0.667,0.935,1.0,1.0,0.346,0.517,0.659,1.0,0.1,0.252
0.72,0.404,0.0,0.0,0.768,0.505,0.111,0.222,0.419,0.0,0.0,0.729,0.403,0.263,1.0,0.4,0.72
0.732,0.0,1.0,1.0,0.535,0.384,0.889,0.667,0.677,0.0,0.0,0.334,0.045,0.76,1.0,1.0,0.732
0.189,0.576,1.0,1.0,0.838,0.326,0.556,0.333,0.258,1.0,0.0,0.535,0.402,0.38,1.0,0.8,0.19
0.064,0.758,0.0,0.0,0.879,0.811,1.0,0.222,0.903,1.0,0.0,0.266,0.63,0.302,0.0,0.9,0.064
0.98,0.03,1.0,1.0,0.071,0.786,0.333,0.444,0.387,0.0,0.0,0.932,0.242,0.522,1.0,0.0,0.981
0.515,0.828,0.0,1.0,0.424,0.556,0.556,1.0,0.258,1.0,0.0,0.787,0.752,0.799,1.0,0.5,0.516
0.243,0.747,1.0,0.0,0.434,0.706,1.0,0.889,0.065,0.0,0.0,0.73,0.684,0.15,0.0,0.1,0.244
0.759,0.091,0.0,1.0,0.586,0.331,0.889,0.444,0.355,0.0,1.0,0.027,0.368,0.716,0.0,0.8,0.759
0.292,0.081,0.0,1.0,0.586,0.338,0.667,0.556,0.129,1.0,0.0,0.039,0.884,0.673,0.0,0.0,0.292
0.724,0.566,1.0,1.0,0.172,0.699,0.667,0.667,0.355,0.0,0.0,0.7,0.857,0.196,1.0,0.0,0.724
0.574,0.98,0.0,0.0,0.636,0.244,0.667,0.222,0.097,0.0,0.0,0.066,0.943,0.556,1.0,0.2,0.574
0.815,0.758,1.0,0.0,0.081,0.561,0.0,0.667,0.226,0.0,0.0,0.226,0.361,0.201,0.0,0.6,0.815
0.613,0.687,0.0,1.0,0.515,0.633,0.667,1.0,0.613,0.0,1.0,0.743,0.586,0.119,1.0,1.0,0.613
0.809,0.222,1.0,1.0,0.667,0.461,0.889,0.556,0.065,1.0,1.0,0.535,0.186,0.521,0.0,0.0,0.81
0.654,0.737,0.0,1.0,0.343,1.0,1.0,0.444,0.323,0.0,1.0,0.935,0.182,0.4,0.0,1.0,0.654
0.483,0.212,1.0,0.0,0.121,0.824,0.111,0.889,0.871,0.0,0.0,0.986,0.63,0.492,1.0,0.1,0.483
0.767,0.202,1.0,1.0,0.99,0.914,0.0,0.0,0.0,1.0,1.0,0.061,0.211,0.09,1.0,0.8,0.767
0.144,0.384,0.0,1.0,0.222,0.939,0.556,0.778,0.387,0.0,0.0,0.537,0.953,0.961,0.0,0.6,0.144
0.241,0.303,1.0,1.0,0.929,0.518,0.0,0.667,0.129,1.0,0.0,0.156,0.123,0.614,0.0,0.5,0.242
0.018,0.293,1.0,1.0,0.02,0.0,0.333,0.667,0.548,1.0,1.0,0.131,0.906,0.673,0.0,0.5,0.018
0.782,0.646,1.0,1.0,0.859,0.036,0.667,0.889,0.548,0.0,1.0,0.868,0.059,0.72,1.0,0.4,0.782
0.993,0.343,0.0,1.0,0.273,0.697,0.556,0.667,0.903,0.0,0.0,0.635,0.656,0.2,1.0,0.3,0.993
0.675,0.202,0.0,0.0,0.566,0.053,0.556,0.667,0.548,1.0,0.0,0.125,0.159,0.171,1.0,0.0,0.674
0.025,0.818,1.0,0.0,0.687,0.254,0.0,0.444,0.839,0.0,0.0,0.725,0.967,0.986,0.0,0.8,0.026
0.766,0.051,1.0,1.0,0.0,0.74,0.111,0.444,0.29,0.0,0.0,0.098,0.586,0.943,1.0,0.1,0.766
0.45,1.0,0.0,0.0,0.919,0.213,0.889,0.889,0.226,1.0,0.0,0.133,0.099,0.872,1.0,0.0,0.45
0.623,0.576,1.0,0.0,0.434,0.229,0.0,0.333,0.419,1.0,0.0,0.181,0.282,0.704,1.0,0.6,0.624
0.985,0.01,1.0,0.0,0.434,0.883,0.0,0.222,0.065,0.0,1.0,0.296,0.615,0.623,0.0,0.7,0.985
0.139,0.384,0.0,0.0,0.071,0.917,0.111,0.111,0.613,0.0,0.0,0.148,0.315,0.947,1.0,0.2,0.139
0.715,0.697,0.0,1.0,0.939,0.643,1.0,0.778,0.065,0.0,0.0,0.597,0.172,0.983,0.0,0.4,0.716
0.367,0.99,0.0,0.0,0.111,0.764,0.111,0.778,0.194,0.0,0.0,0.695,0.658,0.549,1.0,0.6,0.367
0.212,0.707,1.0,1.0,0.131,0.752,0.111,0.222,0.161,1.0,1.0,0.82,0.495,0.012,0.0,0.4,0.213
0.099,0.0,1.0,0.0,0.687,0.791,0.444,1.0,0.71,0.0,1.0,0.316,0.691,0.082,0.0,0.4,0.099
0.036,0.495,1.0,1.0,0.232,0.011,0.222,0.778,0.548,1.0,0.0,0.619,0.086,0.57,0.0,0.7,0.036
0.881,0.505,1.0,0.0,0.697,0.421,0.778,0.222,0.839,1.0,0.0,0.724,0.607,0.44,1.0,0.9,0.881
0.726,0.909,0.0,0.0,0.899,0.33,0.667,0.556,0.806,1.0,0.0,0.96,0.127,0.062,1.0,0.0,0.726
0.707,0.03,1.0,0.0,0.374,0.182,1.0,0.333,0.806,1.0,0.0,0.71,0.596,0.427,0.0,0.9,0.707
0.119,0.576,0.0,0.0,0.404,0.028,0.778,0.778,0.161,1.0,0.0,0.172,0.388,0.852,1.0,0.1,0.119
0.261,0.333,0.0,1.0,0.98,0.004,0.667,0.889,0.677,1.0,1.0,0.206,0.757,0.644,1.0,0.7,0.262
0.136,0.616,0.0,1.0,0.98,0.612,0.556,0.778,0.0,0.0,1.0,0.597,0.107,0.901,0.0,1.0,0.137
0.232,0.313,1.0,1.0,0.515,0.877,0.889,1.0,0.968,1.0,1.0,0.368,0.322,0.358,1.0,0.3,0.233
0.037,0.444,1.0,1.0,0.081,0.116,0.444,0.556,0.935,0.0,1.0,0.319,0.668,0.228,0.0,0.0,0.038
0.56,0.02,1.0,0.0,0.455,0.52,0.556,0.111,1.0,0.0,1.0,0.285,0.119,0.848,0.0,0.1,0.561
0.189,0.667,1.0,0.0,0.889,0.824,0.778,0.111,0.29,0.0,0.0,0.333,0.894,0.5,0.0,0.6,0.19
0.808,0.586,1.0,0.0,0.0,0.187,0.667,0.444,0.452,0.0,0.0,0.388,0.823,0.371,0.0,0.5,0.808
0.836,0.04,0.0,1.0,0.01,0.485,0.889,0.667,0.032,1.0,0.0,0.899,0.8,0.44,1.0,0.5,0.836
0.998,0.263,0.0,1.0,0.788,0.466,0.111,0.778,0.903,1.0,0.0,0.052,0.795,0.439,1.0,0.2,0.998
0.606,0.313,1.0,0.0,0.505,0.971,0.889,0.667,0.387,1.0,0.0,0.595,0.696,0.178,0.0,0.6,0.607
0.201,0.01,1.0,0.0,0.778,0.771,0.0,0.778,0.548,1.0,0.0,0.281,0.931,0.131,0.0,0.4,0.202
0.286,0.818,0.0,0.0,0.192,0.443,0.111,0.222,0.032,1.0,1.0,0.321,0.235,0.233,1.0,0.3,0.286
