aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.43,0.295,0.01,0.391,0.015,0.509,0.844,0.98,0.547,0.11,0.005,0.185,0.669,0.608,0.0,0.179,0.096,0.0,0.66,0.111,1.0
0.261,0.593,0.01,0.024,0.008,0.916,0.033,0.285,0.96,0.44,0.003,0.46,0.366,0.468,0.9,0.672,0.335,0.2,0.6,0.778,0.0
0.513,0.197,0.001,0.403,0.015,0.743,0.078,0.325,1.0,0.79,0.79,0.59,0.572,0.672,0.2,0.769,0.294,0.1,0.62,0.667,0.0
0.99,0.653,0.048,0.49,0.038,0.01,0.211,0.18,0.927,0.8,0.8,0.58,0.157,0.608,0.1,0.307,0.982,0.6,0.1,0.889,1.0
0.515,0.61,0.029,0.674,0.023,0.376,0.289,0.535,0.96,0.07,0.005,0.3,0.502,0.587,0.6,0.021,0.194,1.0,0.08,0.889,1.0
0.069,0.73,0.01,0.512,0.031,0.098,0.656,0.04,0.793,0.7,0.7,0.785,0.548,0.42,0.0,0.376,0.839,0.4,0.84,0.222,1.0
0.758,0.538,0.01,0.52,0.023,0.82,0.144,0.82,0.52,0.61,0.61,0.19,0.351,0.642,0.9,0.565,0.384,0.9,0.22,0.333,1.0
0.574,0.058,0.048,0.565,0.038,0.425,0.411,0.695,0.793,0.39,0.001,0.97,0.03,0.478,0.9,0.891,0.951,0.8,0.96,0.222,1.0
0.309,0.219,0.019,0.158,0.062,0.393,0.233,0.25,0.893,0.22,0.003,0.475,0.096,0.461,0.1,0.079,0.826,0.1,0.84,0.778,1.0
0.859,0.065,0.038,0.372,0.038,0.357,0.878,0.275,0.64,0.21,0.004,0.31,0.741,0.614,0.3,0.352,0.194,0.3,0.3,0.444,1.0
0.442,0.858,0.019,0.613,0.008,0.176,0.956,0.33,0.667,0.67,0.67,0.91,0.59,0.392,0.4,0.054,0.159,0.7,0.8,0.0,1.0
0.754,0.274,0.019,0.711,0.023,0.276,0.056,0.03,0.493,0.05,0.003,0.375,0.215,0.427,0.3,0.791,0.92,0.5,0.72,0.0,1.0
0.545,0.893,0.001,0.038,0.031,0.192,0.856,0.025,0.953,0.92,0.92,0.2,0.211,0.631,0.7,0.898,0.252,0.1,0.46,0.111,0.0
0.16,0.684,0.038,0.715,0.015,0.245,0.456,0.395,0.393,0.49,0.007,0.12,0.168,0.57,0.2,0.7,0.782,0.6,0.7,1.0,0.0
0.222,0.334,0.01,0.401,0.023,0.355,0.733,0.63,0.887,0.34,0.006,0.82,0.134,0.594,0.0,0.267,0.148,0.1,0.84,0.111,1.0
0.792,0.947,0.01,0.158,0.008,0.911,0.356,0.105,0.693,1.0,1.0,0.525,0.221,0.546,0.9,0.076,0.13,0.6,0.08,0.333,1.0
0.808,0.677,0.038,0.676,0.054,0.603,0.956,0.97,0.533,0.32,0.004,0.62,0.644,0.526,1.0,0.941,0.189,0.1,0.54,0.444,0.0
0.307,0.342,0.01,0.589,0.046,0.008,0.933,0.355,0.953,0.58,0.58,0.72,0.081,0.352,0.9,0.466,0.96,0.5,0.46,0.111,1.0
0.479,0.075,0.029,0.403,0.008,0.714,0.033,0.665,0.667,0.18,0.005,0.76,0.833,0.505,0.6,0.723,0.421,0.7,0.54,0.667,0.0
0.507,0.958,0.029,0.437,0.031,0.631,0.367,0.445,0.94,0.74,0.74,0.595,0.589,0.662,0.9,0.266,0.886,0.6,0.28,0.111,1.0
0.592,0.727,0.029,0.615,0.054,0.077,0.8,0.275,0.127,0.72,0.72,0.445,0.008,0.382,0.4,0.583,0.855,0.1,0.5,0.333,1.0
0.269,0.294,0.038,0.704,0.038,0.45,0.544,0.765,0.693,0.08,0.001,0.32,0.692,0.679,0.7,0.549,0.696,0.0,0.06,0.889,1.0
0.283,0.658,0.029,0.407,0.008,0.584,0.056,0.52,0.793,0.18,0.001,0.395,0.409,0.553,0.8,0.727,0.994,0.3,0.72,0.0,0.0
0.758,0.291,0.038,0.067,0.023,0.57,0.244,0.545,0.267,0.02,0.002,0.625,0.358,0.416,0.8,0.563,0.814,0.1,0.3,0.444,1.0
0.329,0.081,0.029,0.484,0.008,0.574,0.611,0.44,0.967,0.58,0.58,0.335,0.645,0.399,0.7,0.964,0.723,0.4,0.52,0.111,0.0
0.093,0.745,0.019,0.419,0.008,0.046,0.233,0.66,0.82,0.56,0.56,0.245,0.942,0.608,0.7,0.075,0.064,0.6,0.4,0.0,1.0
0.669,0.635,0.01,0.449,0.015,0.112,0.2,0.23,0.953,0.43,0.003,0.4,0.885,0.502,0.5,0.527,0.252,0.2,0.5,0.667,0.0
0.002,0.64,0.038,0.239,0.069,0.54,0.722,0.365,0.547,0.7,0.7,0.61,0.109,0.529,0.7,0.675,0.359,1.0,0.02,0.444,1.0
0.717,0.606,0.01,0.14,0.031,0.172,0.956,0.72,0.947,0.31,0.007,0.885,0.01,0.41,0.2,0.631,0.62,0.6,0.14,0.667,1.0
0.875,0.788,0.038,0.166,0.023,0.062,0.7,0.665,0.913,0.09,0.008,0.21,0.573,0.666,0.1,0.602,0.229,0.7,0.06,0.222,0.0
0.679,0.807,0.048,0.559,0.023,0.507,0.1,0.185,0.327,0.14,0.007,0.925,0.567,0.645,1.0,0.788,0.607,0.6,0.36,0.222,0.0
0.723,0.524,0.019,0.435,0.054,0.323,0.378,0.49,0.153,0.93,0.93,0.82,0.254,0.509,0.7,0.766,0.467,0.6,0.56,0.556,0.0
0.962,0.42,0.001,0.605,0.062,0.861,0.878,0.355,0.84,0.75,0.75,0.51,0.917,0.44,0.6,0.397,0.864,0.3,0.78,0.778,0.0
0.558,0.797,0.029,0.154,0.054,0.335,0.567,0.69,0.84,0.48,0.007,0.76,0.199,0.519,1.0,0.506,0.066,0.6,0.18,0.667,1.0
0.208,0.449,0.01,0.431,0.038,0.101,0.044,0.555,0.793,0.72,0.72,0.5,0.143,0.451,0.1,0.009,0.441,0.4,0.84,0.222,1.0
0.145,0.75,0.038,0.593,0.008,0.682,0.789,0.265,0.633,0.19,0.004,0.055,0.614,0.44,0.6,0.56,0.447,0.3,0.02,0.556,0.0
0.24,0.392,0.029,0.518,0.054,0.783,0.1,0.59,0.587,0.28,0.001,0.16,0.163,0.594,0.3,0.514,0.934,0.6,0.06,0.778,1.0
0.426,0.868,0.01,0.518,0.008,0.209,0.122,0.98,0.88,0.85,0.85,0.96,0.67,0.468,0.2,0.878,0.37,0.9,0.64,1.0,0.0
0.713,0.715,0.001,0.067,0.031,0.282,0.744,0.68,0.44,0.76,0.76,0.55,0.488,0.573,0.6,0.607,0.522,0.8,0.34,0.444,0.0
0.529,0.843,0.029,0.213,0.008,0.412,0.778,0.945,0.467,0.77,0.77,0.86,0.73,0.386,0.4,0.683,0.529,0.2,0.94,0.556,0.0
0.343,0.414,0.019,0.796,0.015,0.45,0.078,0.945,0.113,0.66,0.66,0.62,0.838,0.406,0.9,0.988,0.469,0.7,0.64,0.222,0.0
0.663,0.481,0.019,0.389,0.046,0.865,0.311,0.93,0.3,0.36,0.003,0.925,0.048,0.491,0.3,0.326,0.912,0.7,0.04,0.111,1.0
0.073,0.841,0.001,0.674,0.062,0.106,0.878,0.36,0.58,0.17,0.001,0.165,0.939,0.362,0.4,0.764,0.05,0.8,0.62,0.444,0.0
0.418,0.966,0.029,0.142,0.015,0.725,0.456,0.065,0.547,0.48,0.008,0.44,0.804,0.635,0.0,0.457,0.31,0.5,0.2,0.222,0.0
0.156,0.846,0.019,0.097,0.023,0.638,0.233,0.015,0.847,0.82,0.82,0.205,0.851,0.44,0.9,0.486,0.591,0.5,0.4,0.778,0.0
0.347,0.146,0.048,0.619,0.008,0.682,0.522,0.765,0.833,0.6,0.6,0.82,0.562,0.676,0.2,0.104,0.85,0.6,0.24,0.444,1.0
0.196,0.947,0.038,0.723,0.062,0.297,0.722,0.125,0.773,0.98,0.98,0.955,0.553,0.358,0.7,0.734,0.775,0.3,0.34,0.778,0.0
0.368,0.834,0.029,0.126,0.046,0.672,0.944,0.545,0.647,0.49,0.003,0.255,0.168,0.43,0.6,0.358,0.65,0.4,0.16,0.889,1.0
0.958,0.015,0.001,0.676,0.031,0.908,0.3,0.87,0.24,0.21,0.007,0.935,0.212,0.642,0.2,0.957,0.288,0.6,0.44,0.667,0.0
0.612,0.277,0.001,0.678,0.015,0.503,0.367,0.97,0.52,0.89,0.89,0.505,0.611,0.515,0.8,0.939,0.954,0.2,0.66,0.444,0.0
0.107,0.012,0.019,0.346,0.023,0.596,0.956,0.98,0.56,0.37,0.006,0.035,0.184,0.461,1.0,0.812,0.686,1.0,0.3,0.111,1.0
0.057,0.796,0.019,0.534,0.054,0.706,0.967,0.705,0.247,0.79,0.79,0.425,0.261,0.502,0.7,0.438,0.237,0.6,0.26,0.889,1.0
0.341,0.999,0.029,0.381,0.038,0.795,0.856,0.66,0.867,0.73,0.73,0.43,0.242,0.495,0.1,0.455,0.61,0.7,0.98,0.333,0.0
0.651,0.474,0.01,0.484,0.046,0.502,0.4,0.8,0.1,0.91,0.91,0.05,0.711,0.522,0.6,0.508,0.37,0.4,0.66,0.0,1.0
0.513,0.923,0.001,0.241,0.069,0.823,0.422,0.62,0.093,0.51,0.51,0.16,0.937,0.485,0.0,0.634,0.218,0.3,0.3,0.111,0.0
0.044,0.328,0.048,0.666,0.046,0.605,0.067,0.585,0.6,0.51,0.51,0.65,0.144,0.447,1.0,0.714,0.529,0.0,0.06,0.111,1.0
0.022,0.102,0.01,0.273,0.054,0.854,0.256,0.72,0.113,0.99,0.99,0.48,0.734,0.604,0.8,0.996,0.522,0.8,0.36,0.333,0.0
0.465,0.234,0.029,0.229,0.038,0.834,0.522,0.165,0.547,0.29,0.004,0.465,0.076,0.341,0.4,0.43,0.056,0.3,0.6,0.556,1.0
0.8,0.035,0.019,0.328,0.031,0.523,0.267,0.83,0.427,0.1,0.002,0.62,0.616,0.362,0.7,0.4,0.457,0.5,0.74,0.222,1.0
0.713,0.278,0.029,0.389,0.023,0.166,0.089,0.945,0.433,0.39,0.008,0.055,0.693,0.614,0.1,0.542,0.723,0.8,0.08,0.778,1.0
0.735,0.51,0.029,0.514,0.031,0.0,0.6,0.295,0.36,0.31,0.001,0.62,0.889,0.375,0.2,0.393,0.88,0.3,0.16,0.0,1.0
0.121,0.294,0.048,0.498,0.015,0.844,0.478,0.35,0.533,0.97,0.97,0.5,0.947,0.679,0.1,0.459,0.746,0.5,0.16,0.0,1.0
0.156,0.559,0.029,0.52,0.062,0.118,0.044,0.875,0.507,0.26,0.003,0.46,0.68,0.369,1.0,0.69,0.333,0.5,0.54,0.444,0.0
0.75,0.598,0.01,0.587,0.008,0.785,0.033,0.055,0.14,0.61,0.61,0.295,0.122,0.652,1.0,0.627,0.821,1.0,0.12,0.556,0.0
0.604,0.752,0.029,0.18,0.038,0.69,0.956,0.86,0.54,0.87,0.87,0.75,0.138,0.546,0.4,0.48,0.91,0.2,0.48,0.556,1.0
0.166,0.096,0.029,0.383,0.023,0.532,0.8,0.03,0.027,0.08,0.005,0.39,0.534,0.652,0.1,0.675,0.302,0.8,0.08,0.444,1.0
0.392,0.053,0.001,0.747,0.038,0.417,0.878,0.685,0.413,0.92,0.92,0.56,0.41,0.546,0.7,0.796,0.548,0.5,0.58,0.556,1.0
0.828,0.742,0.029,0.405,0.031,0.603,0.756,0.17,0.08,0.74,0.74,0.675,0.634,0.399,0.2,0.031,0.298,0.6,0.38,0.444,1.0
0.648,0.248,0.01,0.095,0.038,0.526,0.256,0.385,0.453,0.05,0.008,0.46,0.702,0.601,0.4,0.138,0.043,0.6,0.68,0.0,1.0
0.117,0.461,0.038,0.259,0.054,0.771,0.189,0.285,0.887,1.0,1.0,0.325,0.845,0.399,0.4,0.04,0.682,0.8,0.96,0.889,1.0
0.071,0.076,0.019,0.462,0.023,0.751,0.356,0.73,0.627,0.26,0.002,0.675,0.383,0.536,0.5,0.799,0.741,1.0,0.22,0.0,1.0
0.277,0.184,0.038,0.636,0.062,0.096,0.578,0.92,0.987,0.13,0.005,0.675,0.958,0.631,0.2,0.495,0.861,0.0,0.94,0.889,1.0
0.289,0.341,0.01,0.285,0.015,0.798,0.444,0.34,0.527,0.23,0.002,0.07,0.344,0.451,0.9,0.091,0.991,0.1,0.66,0.222,1.0
0.4,0.927,0.001,0.474,0.015,0.545,0.456,0.39,0.22,0.5,0.5,0.9,0.838,0.618,0.2,0.905,0.436,0.0,0.84,0.222,0.0
0.0,0.858,0.019,0.615,0.038,0.078,0.333,0.695,0.867,0.49,0.008,0.4,0.463,0.556,0.9,0.927,0.902,0.9,0.44,0.889,0.0
0.184,0.68,0.048,0.713,0.015,0.615,0.978,0.945,0.7,0.83,0.83,0.92,0.063,0.519,0.1,0.478,0.113,0.7,0.08,0.778,1.0
0.792,0.709,0.019,0.648,0.062,0.103,0.578,0.03,0.093,0.66,0.66,0.72,0.027,0.556,0.6,0.747,0.856,0.2,0.92,0.556,0.0
0.154,0.353,0.01,0.775,0.062,0.327,0.067,0.86,0.707,0.63,0.63,0.855,0.099,0.502,0.5,0.369,0.188,0.2,0.14,0.222,1.0
0.887,0.398,0.048,0.555,0.062,0.704,0.156,0.995,0.96,0.15,0.003,0.5,0.194,0.57,1.0,0.515,0.265,0.2,0.98,0.444,1.0
0.141,0.334,0.038,0.283,0.023,0.397,0.767,0.16,0.44,0.3,0.006,0.615,0.087,0.549,0.2,0.586,0.083,0.4,0.1,0.333,1.0
0.012,0.62,0.029,0.439,0.054,0.6,0.811,0.4,0.853,0.93,0.93,0.92,0.549,0.498,0.3,0.716,0.732,0.9,0.98,1.0,0.0
0.172,0.221,0.038,0.387,0.023,0.427,0.133,0.61,0.993,0.99,0.99,0.15,0.08,0.345,0.2,0.61,0.895,0.0,0.88,0.333,1.0
0.285,0.825,0.01,0.755,0.046,0.321,0.022,0.585,0.727,0.46,0.008,0.445,0.66,0.519,0.4,0.84,0.153,0.3,0.06,0.889,0.0
0.533,0.196,0.001,0.126,0.038,0.242,0.822,0.87,0.647,0.24,0.004,0.995,0.687,0.567,0.6,0.282,0.65,0.7,0.88,0.889,1.0
0.24,0.024,0.038,0.142,0.054,0.211,0.622,0.795,0.087,0.17,0.0,0.38,0.492,0.413,1.0,0.094,0.181,0.5,0.24,0.222,1.0
0.863,0.332,0.019,0.31,0.062,0.785,0.967,0.3,0.02,0.1,0.001,0.685,0.677,0.56,0.1,0.448,0.124,0.0,0.14,0.556,1.0
0.56,0.75,0.038,0.269,0.031,0.468,0.467,0.19,0.74,0.93,0.93,0.485,0.465,0.659,0.2,0.869,0.551,0.2,0.9,0.556,0.0
0.511,0.854,0.038,0.277,0.008,0.624,0.811,0.88,0.42,0.91,0.91,0.695,0.308,0.628,0.7,0.517,0.735,0.5,0.02,0.667,0.0
0.113,0.408,0.038,0.366,0.008,0.809,0.7,0.145,0.953,0.75,0.75,0.83,0.658,0.567,0.6,0.273,0.852,0.8,0.98,0.778,1.0
0.424,0.426,0.038,0.097,0.062,0.917,0.844,0.35,0.347,0.59,0.59,0.76,0.728,0.382,0.4,0.504,0.064,0.3,0.7,0.778,1.0
0.03,0.92,0.029,0.15,0.015,0.815,0.578,0.845,0.64,0.25,0.001,0.105,0.709,0.433,0.5,0.133,0.295,0.1,0.86,0.111,1.0
0.398,0.266,0.038,0.5,0.031,0.755,0.067,0.335,0.42,0.48,0.003,0.035,0.472,0.451,0.2,0.248,0.795,0.9,0.34,0.778,1.0
0.341,0.266,0.019,0.047,0.031,0.779,0.311,0.18,0.3,0.79,0.79,0.99,0.358,0.464,0.8,0.216,0.138,0.0,0.66,0.667,1.0
0.432,0.761,0.038,0.731,0.008,0.191,0.367,0.84,0.32,0.62,0.62,0.735,0.897,0.509,0.4,0.574,0.173,1.0,0.56,0.222,0.0
0.867,0.269,0.01,0.247,0.023,0.403,0.111,0.66,0.58,0.61,0.61,0.87,0.629,0.372,0.9,0.413,0.325,0.6,0.1,1.0,1.0
0.347,0.325,0.019,0.395,0.023,0.825,0.167,0.52,0.387,0.5,0.5,0.53,0.749,0.621,0.5,0.931,0.532,0.3,0.48,0.111,0.0
0.374,0.855,0.038,0.014,0.015,0.696,0.756,0.035,0.087,0.44,0.008,0.095,0.625,0.352,0.3,0.644,0.68,0.2,0.2,0.444,0.0
0.574,0.136,0.01,0.567,0.023,0.745,0.089,0.425,0.773,0.36,0.005,0.335,0.771,0.645,1.0,0.901,0.81,0.9,0.96,0.111,0.0
0.739,0.856,0.019,0.051,0.031,0.805,0.678,0.835,0.793,0.86,0.86,0.66,0.061,0.43,0.9,0.462,0.39,0.9,0.1,0.333,1.0
0.588,0.967,0.01,0.194,0.062,0.158,0.722,0.36,0.38,0.37,0.007,0.765,0.756,0.543,0.3,0.01,0.268,1.0,0.98,1.0,1.0
0.762,0.763,0.019,0.002,0.038,0.893,0.067,0.14,0.187,0.19,0.0,0.685,0.933,0.464,0.9,0.302,0.867,1.0,0.52,0.222,0.0
0.459,0.073,0.048,0.545,0.069,0.4,0.444,0.855,0.933,0.95,0.95,0.125,0.472,0.601,0.7,0.218,0.76,0.4,0.38,0.889,1.0
0.782,0.11,0.038,0.148,0.054,0.826,0.011,0.35,0.953,0.35,0.004,0.94,0.465,0.628,0.2,0.04,0.658,0.6,0.94,0.333,1.0
0.408,0.411,0.038,0.366,0.008,0.249,0.611,0.28,0.86,0.64,0.64,0.9,0.152,0.41,0.8,0.895,0.038,0.9,0.02,1.0,0.0
0.44,0.349,0.01,0.482,0.069,0.77,0.889,0.535,0.9,0.39,0.003,0.565,0.719,0.423,0.3,0.369,0.728,0.6,0.72,0.444,1.0
0.76,0.073,0.01,0.787,0.031,0.171,0.2,0.33,0.587,0.68,0.68,0.565,0.9,0.679,0.2,0.224,0.667,0.1,0.76,0.556,1.0
0.786,0.877,0.019,0.466,0.062,0.126,0.444,0.585,0.873,0.57,0.57,0.545,0.306,0.679,0.7,0.081,0.298,0.5,0.44,0.222,1.0
0.879,0.953,0.029,0.609,0.023,0.066,0.356,0.145,0.447,0.65,0.65,0.775,0.54,0.628,1.0,0.455,0.645,0.4,0.64,0.778,0.0
0.739,0.159,0.038,0.034,0.062,0.215,0.767,0.745,0.5,0.66,0.66,0.495,0.509,0.57,0.7,0.682,0.817,0.2,0.14,1.0,1.0
0.537,0.164,0.048,0.093,0.038,0.53,0.044,0.145,0.853,0.96,0.96,0.2,0.532,0.433,0.3,0.18,0.969,0.9,0.8,0.778,1.0
0.642,0.089,0.029,0.103,0.023,0.653,0.756,0.625,0.193,0.78,0.78,0.56,0.123,0.42,0.6,0.112,0.38,0.7,0.64,0.667,1.0
0.586,0.778,0.01,0.075,0.069,0.462,0.178,0.67,0.24,0.84,0.84,0.35,0.429,0.386,0.7,0.791,0.598,0.9,0.18,0.556,0.0
0.762,0.054,0.01,0.225,0.054,0.431,0.456,0.425,0.547,0.9,0.9,0.77,0.681,0.631,0.9,0.499,0.559,0.3,0.38,0.0,1.0
0.576,0.464,0.029,0.138,0.054,0.583,0.522,0.605,0.727,0.77,0.77,0.79,0.084,0.352,0.4,0.018,0.111,0.5,0.08,0.889,1.0
0.681,0.526,0.01,0.443,0.008,0.086,0.433,0.38,0.16,0.28,0.007,0.135,0.19,0.608,0.1,0.019,0.469,0.7,0.04,0.667,1.0
0.873,0.885,0.01,0.079,0.031,0.87,0.367,0.67,0.953,0.37,0.007,0.76,0.665,0.567,0.5,0.432,0.315,0.5,0.46,0.333,0.0
0.436,0.272,0.038,0.277,0.046,0.088,0.944,0.195,0.98,0.58,0.58,0.77,0.116,0.611,0.2,0.424,0.074,0.0,0.66,0.444,1.0
0.226,0.626,0.01,0.217,0.054,0.204,0.844,0.86,0.713,0.96,0.96,0.595,0.557,0.676,0.5,0.187,0.273,0.2,0.3,0.222,1.0
0.0,0.244,0.029,0.296,0.054,0.416,0.289,0.93,0.28,0.15,0.003,0.575,0.281,0.672,0.5,0.295,0.796,0.6,0.54,0.667,1.0
0.226,0.089,0.038,0.771,0.023,0.188,0.644,0.675,0.707,0.22,0.007,0.345,0.594,0.529,0.5,0.548,0.348,0.7,0.32,0.333,1.0
0.018,0.869,0.038,0.64,0.054,0.646,0.222,0.79,0.1,0.72,0.72,0.065,0.445,0.416,0.8,0.145,0.403,0.6,0.14,1.0,1.0
0.574,0.632,0.048,0.156,0.023,0.384,0.333,0.545,0.9,0.38,0.006,0.65,0.911,0.44,1.0,0.005,0.792,0.5,0.12,0.778,1.0
0.267,0.412,0.001,0.366,0.054,0.316,0.044,0.2,0.773,0.87,0.87,0.63,0.907,0.382,0.8,0.82,0.895,0.3,0.36,0.889,0.0
0.469,0.812,0.029,0.684,0.008,0.228,0.867,0.59,0.047,0.77,0.77,0.21,0.843,0.451,0.9,0.844,0.134,0.5,0.32,0.667,0.0
0.026,0.06,0.038,0.573,0.046,0.056,0.278,0.155,0.86,0.56,0.56,0.13,0.861,0.539,0.2,0.899,0.123,0.2,0.42,0.889,0.0
0.778,0.376,0.01,0.105,0.031,0.184,0.678,0.42,0.367,0.78,0.78,0.59,0.28,0.553,0.3,0.923,0.305,0.4,0.08,0.778,0.0
0.806,0.218,0.001,0.621,0.031,0.756,0.2,0.165,0.147,0.31,0.008,0.815,0.555,0.375,0.7,0.323,0.393,0.4,0.76,0.667,1.0
0.786,0.327,0.029,0.745,0.062,0.781,0.133,0.72,0.42,0.23,0.004,0.81,0.788,0.618,0.3,0.488,0.911,0.2,0.48,0.222,0.0
0.285,0.187,0.029,0.34,0.046,0.35,0.211,0.33,0.393,0.65,0.65,0.97,0.708,0.522,0.8,0.361,0.796,0.9,0.8,0.444,1.0
0.77,0.038,0.01,0.462,0.062,0.145,0.044,0.07,0.513,0.24,0.003,0.31,0.685,0.676,0.5,0.863,0.124,0.8,0.98,0.889,1.0
0.414,0.367,0.001,0.34,0.031,0.685,0.022,0.575,0.353,0.66,0.66,0.44,0.391,0.549,0.1,0.413,0.708,0.0,0.34,0.222,1.0
0.949,0.182,0.029,0.704,0.023,0.505,0.311,0.98,0.333,0.5,0.5,0.98,0.308,0.42,0.4,0.598,0.972,0.7,0.24,0.667,1.0
0.503,0.326,0.019,0.46,0.023,0.902,0.033,0.17,0.933,0.56,0.56,0.065,0.169,0.447,0.9,0.812,0.817,0.5,0.1,0.333,0.0
0.038,0.173,0.019,0.362,0.008,0.856,0.056,0.075,0.793,0.61,0.61,0.82,0.852,0.396,0.1,0.637,0.066,0.0,0.12,0.111,1.0
0.945,0.13,0.038,0.117,0.015,0.082,0.111,0.8,0.553,0.68,0.68,0.765,0.251,0.59,0.9,0.238,0.904,0.5,0.98,0.556,1.0
0.754,0.374,0.001,0.439,0.038,0.695,0.5,0.11,0.527,0.59,0.59,0.595,0.71,0.471,0.1,0.426,0.768,0.8,0.8,0.556,1.0
0.299,0.904,0.019,0.743,0.046,0.643,0.133,0.705,0.613,0.93,0.93,0.375,0.814,0.628,0.5,0.639,0.656,0.5,0.3,0.778,0.0
0.15,0.018,0.029,0.342,0.015,0.346,0.2,0.35,0.38,0.3,0.005,0.325,0.783,0.471,0.8,0.556,0.742,0.3,0.94,0.333,1.0
0.665,0.086,0.029,0.638,0.046,0.374,0.956,0.895,0.393,0.25,0.008,0.15,0.645,0.573,0.6,0.318,0.529,0.8,0.78,0.444,1.0
0.846,0.283,0.001,0.466,0.031,0.552,0.222,0.185,0.24,0.41,0.002,0.3,0.001,0.416,0.3,0.491,0.075,0.4,0.62,0.667,1.0
0.376,0.967,0.038,0.688,0.038,0.603,0.244,0.255,0.047,0.12,0.006,0.375,0.377,0.464,0.1,0.231,0.468,0.6,0.54,0.111,1.0
0.285,0.105,0.029,0.573,0.062,0.402,0.144,0.61,0.307,0.37,0.004,0.525,0.446,0.379,0.5,0.802,0.706,0.9,0.3,0.889,1.0
0.844,0.962,0.019,0.227,0.015,0.401,0.867,0.795,0.673,0.3,0.008,0.26,0.015,0.597,0.4,0.465,0.621,0.8,0.54,0.889,1.0
0.632,0.659,0.038,0.769,0.046,0.767,0.667,0.395,0.213,0.64,0.64,0.22,0.012,0.457,0.1,0.365,0.976,0.8,0.32,0.556,1.0
0.246,0.346,0.048,0.609,0.031,0.788,0.744,0.18,0.873,0.64,0.64,0.77,0.478,0.461,0.6,0.333,0.967,0.6,0.54,0.111,1.0
0.665,0.485,0.001,0.032,0.062,0.873,0.789,0.335,0.487,0.92,0.92,0.285,0.337,0.437,0.9,0.49,0.9,0.9,0.4,0.0,1.0
0.651,0.808,0.048,0.585,0.062,0.455,0.622,0.46,0.727,0.75,0.75,0.425,0.304,0.454,0.9,0.416,0.223,0.5,0.84,0.111,1.0
0.331,0.794,0.038,0.767,0.023,0.303,0.444,0.38,0.413,0.65,0.65,0.22,0.35,0.618,0.5,0.917,0.653,0.3,0.96,0.222,0.0
0.582,0.82,0.029,0.219,0.031,0.253,0.978,0.065,0.04,0.58,0.58,0.175,0.133,0.369,0.7,0.006,0.204,0.1,0.02,0.667,1.0
0.097,0.945,0.038,0.053,0.038,0.243,0.722,0.31,0.293,0.31,0.002,0.68,0.618,0.375,0.4,0.303,0.265,0.9,0.74,0.222,1.0
0.812,0.612,0.001,0.172,0.054,0.921,0.922,0.665,0.713,0.35,0.004,0.495,0.428,0.584,0.9,0.553,0.439,0.9,0.5,1.0,0.0
0.558,0.243,0.038,0.8,0.031,0.551,0.422,0.43,0.867,0.89,0.89,0.1,0.491,0.549,0.4,0.5,0.96,0.5,1.0,0.667,1.0
0.543,0.565,0.029,0.711,0.015,0.545,0.456,0.33,0.267,0.25,0.003,0.72,0.371,0.532,1.0,0.935,0.342,0.9,0.9,0.444,0.0
0.83,0.297,0.048,0.49,0.031,0.273,0.844,0.945,0.633,0.36,0.003,0.89,0.807,0.481,0.4,0.389,0.114,0.2,0.22,0.667,1.0
0.927,0.399,0.048,0.399,0.008,0.654,0.856,0.51,0.893,0.62,0.62,0.31,0.871,0.683,0.6,0.685,0.567,0.2,0.58,0.667,0.0
0.448,0.161,0.019,0.711,0.023,0.022,0.722,0.735,0.14,0.33,0.005,0.53,0.138,0.416,0.1,0.523,0.008,0.6,0.08,0.556,1.0
0.238,0.718,0.048,0.164,0.023,0.748,0.911,0.985,0.567,0.56,0.56,0.48,0.929,0.522,0.3,0.796,0.776,0.2,0.42,0.333,0.0
0.604,0.194,0.01,0.162,0.008,0.486,0.011,0.425,0.16,0.49,0.001,0.105,0.58,0.505,0.4,0.231,0.023,0.2,0.36,0.556,1.0
0.154,0.87,0.019,0.241,0.038,0.22,0.6,0.265,0.033,0.32,0.002,0.09,0.549,0.553,0.5,0.217,0.578,0.5,0.24,0.556,1.0
0.309,0.746,0.01,0.713,0.054,0.734,0.6,0.405,0.833,0.15,0.002,0.78,0.396,0.481,0.7,0.761,0.274,0.9,0.74,0.444,0.0
0.665,0.756,0.019,0.779,0.008,0.423,0.189,0.395,0.227,0.21,0.001,0.4,0.028,0.389,0.9,0.691,0.598,0.3,0.2,0.111,0.0
0.618,0.648,0.001,0.095,0.015,0.909,0.478,0.92,0.5,0.92,0.92,0.71,0.36,0.464,0.4,0.895,0.731,0.2,0.76,1.0,0.0
0.727,0.334,0.019,0.563,0.015,0.622,0.111,0.545,0.247,0.53,0.53,0.375,0.788,0.345,0.9,0.215,0.712,0.5,0.76,1.0,1.0
0.582,0.399,0.029,0.536,0.008,0.255,0.633,0.905,0.253,0.09,0.006,0.415,0.386,0.532,0.7,0.465,0.765,0.5,0.48,0.0,1.0
0.184,0.391,0.019,0.176,0.031,0.164,0.856,0.135,0.967,0.84,0.84,0.7,0.228,0.478,0.0,0.216,0.491,0.4,0.06,0.556,1.0
